suggestionId,body,author,link,title,category,votes,timestamp
(44557,"This may seem a little confusing. My idea is that you have personlized card, and if you go 7 days of the week you get seven cents. If you go to starbucks every day for the week your personalized card will get seven cents added to it! But, say you went everyday except for one day then you wouldn't get the seven cents. \n",starbucksshop\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jbGAAQ,The add 7 cents card!,Starbucks+Card,-180,1/20/2010 7:09 PM)
(44558,"Please bring the Starbucks gift cards back to Costco at a discount (as done during the 2008 holidays), however, offer them year round.  These are great gifts (or for personal use)!\n",M123456U\n,http://mystarbucksidea.force.com/ideaview?id=087500000005enqAAA,Sell Starbucks Gift Cards at Costco,Starbucks+Card,70,12/11/2009 7:24 AM)
(44559,"Unfortunately you have not realized why everyone dislikes airlines nowadays. Theyve begun to promote fees for everything under the sun. Similarly, I am forced to place money onto a card in order obtain the benefits that I once received without the hassle of a card. Prior to this inauguration of the card program, I received a free tall cup of coffee every time I purchased a pound of coffee. A small, but satisfactory complimentary service that helped set Starbucks coffee above other companies. However, Ive learned and through some difficulty, because no one at the Starbucks store I frequent seems to know whats going on, that I must put money on some card in order to receive the same service. Whats the point of forcing a customer to tie up money on some card that could be lost or forgotten when coming to the store? Is this how loyalty is won? Best Buy, Lowes Foods, Harris Teeter, or any other company that offers a rewards card has not resorted to such a scam by forcing the customer to place money on their respective cards. When I go to Starbucks, I expect quality service which goes along with a quality product. However, the former is now less than satisfactory. Perhaps its time to switch to a cheaper product. At least Id expect to receive cheaper service.\n\n",winstonsalem\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jbVAAQ,Returning to the Old,Starbucks+Card,-40,1/20/2010 7:30 PM)
(44560,auto qualify\n,mcdanis\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jdMAAQ,"When you spend $100 per month and have your card set on auto debit , you should automatically qualify for gold level, if not higher. I can spend more in one visit than others do in 10.",Starbucks+Card,-130,1/21/2010 6:02 AM)
(44561,http://mystarbucksidea.force.com/ideaView?id=087500000005gFbAAI\nThis is the highest point value Gold Card complaint post left. Starbucks sent out a touchy feelywe reallycare about you responseom the highest point Gold Card post (7000 points) and then systematically closed every Gold Card Post higher than thispost. There areideas still open from 2008. This is bogus.They must be getting updated earnings statements for January and are freaking out. Do not buy into the hype. I am 12 days into my boycott.Boyvott Starbucks for atleast one week. Do not accept or load the new Gold Card. Cast your thumbs up vote to this post and make a comment. It has 2260 points. See how long it is before they close this one. Their response proves that we have their attention.\n,fromru\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jhiAAA,Starbucks replies and closes Top Gold Card posts,Starbucks+Card,150,1/21/2010 5:07 PM)
(44562,"Since SB currently appears to have little interest in the \""anti-Gold Card\"" comments of those posting here (have yet to see a single \""pro-new program\"" post !), unfortunately a decision to purchase elsewhere may be the only vote that counts.Ihappen to make my daily (but now intentionally diminished) purchases at an SB location that is (literally) 20 yards from a Dunkin Donutsstore. The Dunkin store's new sign this week -- show your SB card, and get 10% off. Perhaps we all should encourage Dunkin to make this a nationwide effort if we are to convince SB that it has made the equivalent of a \""New Coke\"" error !\n",GivingUpOnSB\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jrAAAQ,"Go to Dunkin Donuts, Force SB to Get a Clue ...",Starbucks+Card,-70,1/22/2010 9:10 PM)
(44563,"Please consider Family Gold Cards. It would be very convient forfor my wife to have a Gold Card, attached to my account. I already have auto reload, on my account. This would stop problems of cards being out of money. Having this as a requirement for multiple cards should stop problems. Thanks\n",mrjimmy\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jkNAAQ,Family  Gold Cards,Starbucks+Card,-40,1/22/2010 6:11 AM)
(44564,"Another loyal customer set up a useful website for rewards comparisons. Check it out! Go to www.starbucksrevolt.com for an interesting discussion of the differences between the old and new rewards program (with tables to illustrate).\nYou will see exactly what you are losing as a regular customer. The website clearly proves that the best way to USE the new rewards program is to request that each item you buy is run through the register on a separate ticket in order to maximize your transactions and, therefore, your stars earned. \n",KJNess\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jrsAAA,Unhappy Loyal Customers Should Check out:  www.starbucksrevolt.com,Starbucks+Card,-60,1/22/2010 10:20 PM)
(44565,I wonder what would happen if I asked the super friendly ladies at my morning Starbucks stop to swipe my card individually for each drink or item I am purchasing.  I know it might annoy my baristas or they might only want to do it if there is no line. BUT.....might it also annoy Starbucks corporate???? Then I can get my due credit for the two drinks plus bagel I get every morning (even though it is still not as good as 10%)  Maybe we should start this on a large scale!\n,kathybme\n,http://mystarbucksidea.force.com/ideaview?id=087500000005h4ZAAQ,Get my due!,Starbucks+Card,130,1/1/2010 7:31 AM)
(44566,"The new regime has been installed and is going to make every effort to get our money (loyality is a thing of the past). There are many smaller local coffee shops with excellent product. If enough people start using them, good things will happen.\n1. They will thrive and perhaps expand into competition for Starbucks.\n2. Starbucks will be sure to see a drop in their market share and profits.\n3. Starbuck stockholders will demand the removal of the knucklehead(s) who concieved this new plan.\n4. The world will be a better place!\n",Richar62\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jOlAAI,Accept reality,Starbucks+Card,70,1/19/2010 5:41 AM)
(44567,I love the idea of the customized Starbucks cards but when I went to order myself one I was extremely disappointed to find no option for ristretto shots.\n,RistrettoFan23\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jzXAAQ,"A Ristretto option on \""Customized Starbucks Cards\""",Starbucks+Card,-100,1/24/2010 5:06 PM)
(44568,"In spite of the new rewards program that is so good... what about the Gold Card holders like myself... I just BOUGHT ($25) my Gold Card back in October, now, two months later, this program launches, its free, and has many great benefits... but not for me, until my membership expires. so while the everyday go-er that didnt BUY a Gold Card to save 10% (.37 cents on my drink) doesnt get the actually, better benefits that eveyone else doesnt have to pay for... (soy is .40 cents, thats free @ gold level of new program)\n\nSo my idea, enroll current Gold Card members @ the Gold Level of the new program now, instead of when my membership expires- 10 months from now...\n",Dan_Moncier\n,http://mystarbucksidea.force.com/ideaview?id=087500000005gJ9AAI,Gold card members have to wait for new rewards program???,Starbucks+Card,-80,12/28/2009 5:00 PM)
(44569,personalised cards\n,gingerbiscuit\n,http://mystarbucksidea.force.com/ideaview?id=08750000000Gtm2AAC,"pictures of favourite sports personalities on the card,mine has to have David Beckham or the England team as the World cup is next month.Hockey fans could have their faves",Starbucks+Card,-150,5/14/2010 9:20 PM)
(44570,"The most awesome idea for this would be to create a program that allows a person to get 'points' whenever they purchase 'one' item - and - an order system right at each in store table( sort of like the old soda shop diner tables).\nWhen using your NEW CARD doing so it would ADD UP DOLLAR POINTS to be able to purchase products at ANY GIVEN TIME.\nTo do this Starbucks needs to first get everyone on board, even Starbucks that are located in Target, Hotels, and any other retail establishment. Then, they need to train ANYBODY about this program. Tie up any lose ends!\nTHEN, get this, remember long ago when you could go into a soda shop and sit at the table and order?? Well, Starbucks could put one order machineat every table and during the customers visit, they could order at theirtable. Then when their light is lit green color, they could go pick it up at the counter!\nNow I realize this could cost a little bit of money, but when people find out this new idea, it would drive people in to try it. Up go the sales! Cha-Ching!\nStarbucks, just revamp this 'Card Reward Program' to state that with every dollar purchase you earn points towards a free product of your choice, AND, make it so that when you have this \""Card\"", you have these points, instead of STARS, to use at anytime for a free product. You Starbucks, decide how you want customerstoearn withthis card. You could make it like a specialcharge card or sorts (but with no checking your credit), mini card, or whatever. Just make it available to use asap. So, whenever you 'earn' you can immediately spend! Every point could equal one point for every visit and equal one dollar, OR, one visit could equal 50 cents, OR, one visit could equal\nInstead ofMAILINGfree coupons (this is lame), just keep the total of points, instead of stars, on this famous new cardreward program I am mentioning and......\""WATCH THE SALES ANDHAPPY FACES WITH (instead of stars and coupons, and percentages off - this isan old, lame system) - AND -THIS NEW PROGRAM\""!!\nTHIS is the most awesome idea of all! A Starbucksdollar point card thathas the points and 'free product, or drink' on the card available immediately!\n...have a little order system available AT THE TABLE in the coffee shop! What a cute way to attract customers!\nThanks for letting me submit my idea. Have a wonderful day!\nmap57\n",map57\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GuRoAAK,My idea is for the starbucks 'card' reward program.,Starbucks+Card,-80,5/22/2010 4:59 PM)
